,Unnamed: 0,num_nodes,num_edges,time,Degree mean,Degree std,Top10Degree mean,Top10Degree std,Top10 Degree mean ratio,DCmean,DCstd,clustermean,clusterstd,modularity,transitivity,eig_mean,eig_std,closenessmean,closenessstd,Components_cnt,giant_com_ratio,token,core_cnt,core_ratio,avg_core_neighbor
205,205,663,769,2022/02/25,2.319758673,5.732218159,37.6,28.04837092,16.20858257,0.003504167,0.00865894,0.010701865,0.096697299,0.762767582,0.002522916,0.014918454,0.035884224,0.138564216,0.066416227,47,0.834087481,AAVE,8,0.012066365,42.375
206,206,656,753,2022/03/25,2.295731707,4.272873436,30.5,14.7441137,13.28552457,0.003504934,0.006523471,0.013813511,0.095958246,0.779969101,0.008196721,0.013828921,0.036540204,0.121499496,0.061526124,53,0.81554878,AAVE,12,0.018292683,28.41666667
207,207,532,594,2022/04/25,2.233082707,3.776001568,24.3,12.3472894,10.88181818,0.004205429,0.007111114,0.008498799,0.080207462,0.788072929,0.003984064,0.01780281,0.039568956,0.115370867,0.063385838,47,0.787593985,AAVE,10,0.018796992,24.3
208,208,553,631,2022/05/25,2.282097649,4.32426436,28.2,15.22278993,12.3570523,0.004134235,0.007833812,0.016428619,0.10922364,0.785915748,0.008056395,0.015597276,0.039596445,0.111266735,0.067710193,60,0.741410488,AAVE,8,0.014466546,31.875
209,209,533,701,2022/06/25,2.630393996,5.72755305,33.7,24.73885832,12.8117689,0.00494435,0.010766077,0.015421288,0.097415641,0.709503033,0.007295572,0.018941101,0.038990506,0.163435675,0.072152974,35,0.853658537,AAVE,3,0.005628518,60
210,210,997,1282,2021/07/25,2.571715145,8.186218851,65.4,46.85011562,25.43049922,0.002582043,0.008219095,0.018631984,0.122519905,0.722053952,0.003560831,0.012640257,0.029053047,0.182712625,0.061476594,38,0.91775326,AAVE,4,0.004012036,103.75
211,211,993,1188,2021/08/25,2.392749245,8.09935953,56.2,57.56503568,23.48762626,0.002412046,0.008164677,0.013477488,0.104998039,0.752600004,0.002106125,0.012353869,0.029245386,0.144405121,0.068574787,66,0.838872105,AAVE,16,0.01611279,44.75
212,212,960,1130,2021/09/25,2.354166667,7.033035657,51.5,44.21726661,21.87610619,0.002454814,0.007333718,0.008137031,0.081558784,0.75280993,0.002376426,0.011717872,0.030088223,0.149463458,0.066256804,62,0.857291667,AAVE,14,0.014583333,176
213,213,901,1048,2021/10/25,2.326304107,7.034681276,50.8,42.19741962,21.83721374,0.002584782,0.007816313,0.009351255,0.085162048,0.757412338,0.00228243,0.012588827,0.030861893,0.136642997,0.073073529,74,0.794672586,AAVE,1,0.001109878,170
214,214,1014,1208,2021/11/25,2.382642998,8.118418636,63.8,52.24472328,26.77698675,0.002352066,0.008014234,0.008684607,0.081271839,0.753461334,0.001112633,0.012316107,0.028902086,0.138775113,0.073351723,81,0.801775148,AAVE,4,0.003944773,108.5
215,215,680,878,2021/12/25,2.582352941,6.028331275,39.5,28.11187966,15.29612756,0.003803171,0.008878249,0.021238906,0.12203521,0.733684316,0.008525211,0.015060314,0.035293157,0.165091603,0.068625266,42,0.872058824,AAVE,11,0.016176471,37.90909091
216,216,605,702,2022/01/26,2.320661157,5.30022362,32.9,24.58748553,14.1769943,0.003842154,0.008775205,0.005942591,0.053047682,0.75970264,0.004144087,0.015860288,0.037465503,0.145048111,0.065411416,38,0.85785124,AAVE,9,0.014876033,34.66666667
217,217,578,650,2022/02/26,2.249134948,5.495251545,32.7,27.47544358,14.53892308,0.003897981,0.009523833,0.001174568,0.016122612,0.765416568,0.001260769,0.015999578,0.038427491,0.133417058,0.065607433,44,0.823529412,AAVE,2,0.003460208,75.5
218,218,925,951,2022/03/26,2.056216216,12.59101397,64.4,108.567644,31.31966351,0.002225342,0.013626638,0.005347444,0.061917373,0.760069372,0.000404057,0.015451004,0.029038925,0.116202488,0.058855916,55,0.796756757,AAVE,2,0.002162162,222.5
219,219,646,720,2022/04/26,2.229102167,3.761925303,26,11.75679473,11.66388889,0.003455972,0.005832442,0.007974115,0.080830255,0.791382137,0.006058381,0.015200423,0.036317716,0.099179439,0.059380723,61,0.749226006,AAVE,16,0.024767802,21.5
220,220,575,713,2022/05/26,2.48,4.313401852,28.5,11.47218859,11.49193548,0.004320557,0.007514637,0.019889822,0.118496023,0.750384071,0.014075696,0.01866434,0.037325538,0.135002456,0.063466135,42,0.834782609,AAVE,19,0.033043478,21.73684211
221,221,465,575,2022/06/26,2.47311828,4.605074501,26.5,16.64832324,10.71521739,0.005329996,0.00992473,0.010147379,0.082634385,0.740995085,0.006762615,0.018102923,0.0427405,0.14780767,0.064170321,31,0.858064516,AAVE,11,0.023655914,25.27272727
222,222,1373,1792,2021/07/26,2.610342316,9.578528175,84,69.44062212,32.1796875,0.001902582,0.006981435,0.020429978,0.12667394,0.722487158,0.004101785,0.010208135,0.024991619,0.177033862,0.069046053,65,0.885651857,AAVE,1,0.000728332,276
223,223,992,1238,2021/08/26,2.495967742,7.762882517,58.1,48.3584992,23.27754443,0.002518635,0.007833383,0.008773161,0.087376808,0.740077278,0.001229935,0.012063133,0.029383937,0.164100865,0.067289728,51,0.876008065,AAVE,15,0.015120968,48.4
224,224,972,1246,2021/09/26,2.563786008,8.010230667,63.9,44.75476387,24.92407705,0.002640356,0.008249465,0.027587034,0.14825817,0.727506834,0.005166631,0.013418756,0.029148202,0.179326066,0.062865166,40,0.908436214,AAVE,6,0.00617284,84.66666667
225,225,977,1104,2021/10/26,2.259979529,7.448591929,51.9,51.58046573,22.96480978,0.002315553,0.007631754,0.003881409,0.050314174,0.776303806,0.001686281,0.011959862,0.029688471,0.132531975,0.068319868,80,0.807574207,AAVE,14,0.01432958,44.71428571
226,226,941,1135,2021/11/26,2.412327311,7.18805281,51.9,44.66529849,21.51449339,0.002566306,0.007646865,0.007588269,0.075802319,0.754247511,0.002665739,0.012212307,0.030241209,0.162024702,0.066202079,50,0.880977683,AAVE,1,0.001062699,40.82352941
227,227,755,941,2021/12/26,2.492715232,6.462984785,42.1,35.75052447,16.8892136,0.003305988,0.008571598,0.01997821,0.11798316,0.754214941,0.006296642,0.013991097,0.033619184,0.155369545,0.070175975,48,0.851655629,AAVE,14,0.018543046,36.14285714
228,228,544,622,2022/01/27,2.286764706,4.758101496,28.4,21.31353248,12.4192926,0.004211353,0.008762618,0.018871039,0.129574922,0.776665616,0.003456221,0.016008431,0.039810536,0.136266127,0.062542481,34,0.845588235,AAVE,1,0.001838235,28.4
229,229,576,682,2022/02/27,2.368055556,5.081248087,30,24.0554914,12.6686217,0.004118357,0.008836953,0.012673624,0.094835678,0.754691222,0.005026328,0.015727988,0.03861775,0.130703568,0.068850296,47,0.800347222,AAVE,9,0.015625,31.55555556
230,230,634,671,2022/03/27,2.116719243,4.212252266,28.8,15.23738094,13.60596125,0.003343948,0.006654427,0.00762162,0.080599433,0.827042628,0.003299293,0.013373997,0.037425025,0.100495623,0.057797176,57,0.761829653,AAVE,2,0.003154574,217.8
231,231,724,1009,2022/04/27,2.787292818,5.695748711,43.5,18.73351127,15.60654113,0.003855177,0.007877937,0.026224655,0.140235949,0.697106124,0.00997709,0.017748607,0.032675329,0.1431189,0.070879092,51,0.820441989,AAVE,12,0.016574586,39.91666667
232,232,705,863,2022/05/27,2.44822695,4.96040577,35.6,18.14264467,14.54113557,0.003477595,0.007046031,0.022342295,0.13421095,0.742275793,0.009993943,0.0142631,0.034881651,0.137667458,0.064645352,52,0.841134752,AAVE,11,0.015602837,34.09090909
233,233,526,608,2022/06/27,2.311787072,4.613616889,27.8,18.79598066,12.02532895,0.004403404,0.008787842,0.011493164,0.090814958,0.769025385,0.007987471,0.016632359,0.04034352,0.140588113,0.064383304,33,0.846007605,AAVE,9,0.017110266,29.66666667
234,234,1258,1591,2021/07/27,2.529411765,9.32278975,80.7,64.52398348,31.90465116,0.002012261,0.007416698,0.025966812,0.145018717,0.727497066,0.004101018,0.011124951,0.025916828,0.17547183,0.069475013,61,0.883942766,AAVE,8,0.0063593,91.25
235,235,935,1155,2021/08/27,2.470588235,8.865213709,62.4,59.89472245,25.25714286,0.002645169,0.009491664,0.00745106,0.067401488,0.727759225,0.001171997,0.013803736,0.029663389,0.170228365,0.06814252,42,0.88342246,AAVE,3,0.003208556,127.3333333
236,236,1001,1234,2021/09/27,2.465534466,7.542218569,58.7,45.36775654,23.80822528,0.002465534,0.007542219,0.014676799,0.106252859,0.742946342,0.004165152,0.012089735,0.02921801,0.150765853,0.069248525,62,0.848151848,AAVE,15,0.014985015,48.6
237,237,4338,7628,2021/10/27,3.516828031,35.65631319,504.8,563.0651827,143.5384373,0.00081089,0.008221423,0.019224818,0.116129307,0.585924303,0.000357689,0.007810207,0.013021549,0.25677282,0.068652241,79,0.961502997,AAVE,3,0.000691563,1152.666667
238,238,710,830,2021/11/27,2.338028169,6.038764438,38.8,32.15863458,16.59518072,0.003297642,0.008517298,0.00194091,0.01976923,0.750358543,0.003846976,0.014152152,0.034783205,0.146095607,0.067542764,48,0.846478873,AAVE,1,0.001408451,129
239,239,878,1078,2021/12/27,2.455580866,6.678115491,47.1,39.20444986,19.18079777,0.002799978,0.007614727,0.012191132,0.094792885,0.763019713,0.00340893,0.012488919,0.031370367,0.156092613,0.066928455,49,0.864464692,AAVE,1,0.001138952,156
240,240,626,711,2022/01/28,2.271565495,4.833852934,31.8,20.10417314,13.99915612,0.003634505,0.007734165,0.006153773,0.066611126,0.769965046,0.002924689,0.014506443,0.037272328,0.131653154,0.066946856,52,0.813099042,AAVE,16,0.025559105,25.875
241,241,525,610,2022/02/28,2.323809524,5.031001672,29.4,21.90991658,12.65163934,0.004434751,0.009601148,0.020589112,0.127633717,0.759564633,0.0060492,0.017000898,0.040234498,0.147814271,0.068829373,35,0.84,AAVE,14,0.026666667,25.21428571
242,242,628,721,2022/03/28,2.296178344,4.217929155,27.3,16.58680868,11.88932039,0.003662166,0.00672716,0.007671602,0.06845081,0.781705368,0.004607587,0.013335403,0.037640135,0.118192729,0.062705236,53,0.796178344,AAVE,15,0.02388535,23.26666667
243,243,528,630,2022/04/28,2.386363636,4.02816974,25.5,13.63207003,10.68571429,0.004528204,0.007643586,0.014479378,0.109277658,0.757136558,0.004661099,0.017286953,0.039976586,0.129823716,0.064616791,40,0.820075758,AAVE,12,0.022727273,23.5
244,244,531,573,2022/05/28,2.15819209,4.043796055,26.7,12.57024706,12.37146597,0.004072061,0.007629804,0.006429678,0.066737897,0.804916715,0.004802882,0.01500908,0.040756532,0.103853534,0.063988984,52,0.730696798,AAVE,12,0.02259887,24.58333333
245,245,606,720,2022/06/28,2.376237624,4.933645296,31.2,21.43102631,13.13,0.003927665,0.008154786,0.00494184,0.032014285,0.768199267,0.008618626,0.014892497,0.037825117,0.13681935,0.061944592,41,0.851485149,AAVE,8,0.01320132,26.78571429
246,246,1174,1422,2021/07/28,2.422487223,8.478469112,71.9,56.82028198,29.6802391,0.002065206,0.007228021,0.019020947,0.127044595,0.743623163,0.003123373,0.011110427,0.026999409,0.150892692,0.071299669,78,0.838160136,AAVE,1,0.000851789,229
247,247,940,1115,2021/08/28,2.372340426,8.00849395,54.8,54.52991024,23.09955157,0.002526454,0.008528748,0.008904364,0.083956747,0.75107201,0.00132756,0.012850483,0.029994199,0.155419007,0.073536933,60,0.838297872,AAVE,16,0.017021277,43.9375
248,248,896,1118,2021/09/28,2.495535714,7.231370373,55,39.35027884,22.03935599,0.002788308,0.008079743,0.008006399,0.071165727,0.731674886,0.002034061,0.013003389,0.030790281,0.158728394,0.066635964,52,0.871651786,AAVE,11,0.012276786,52.72727273
249,249,1285,1597,2021/10/28,2.485603113,8.048479649,72,48.42634728,28.96681277,0.001935828,0.006268286,0.007260809,0.072869315,0.757468116,0.001910871,0.009841805,0.026112825,0.152218068,0.068128874,72,0.848249027,AAVE,15,0.011673152,60.6
250,250,762,878,2021/11/28,2.304461942,6.387751587,40.9,36.7648685,17.74817768,0.003028202,0.008393892,0.006065817,0.066554658,0.754042113,0.002339392,0.01357539,0.033608437,0.135944101,0.067888667,58,0.82152231,AAVE,16,0.020997375,33.375
251,251,831,1055,2021/12/28,2.539109507,6.653423699,47.8,35.68628744,18.82549763,0.003059168,0.008016173,0.024255019,0.133553849,0.726155298,0.014553638,0.014405128,0.031576282,0.142617735,0.074364085,71,0.803850782,AAVE,8,0.009626955,106
252,252,500,531,2022/01/29,2.124,5.449037348,27.4,28.7873429,12.90018832,0.004256513,0.010919915,0.002672365,0.047111952,0.782255347,0.000374766,0.01744254,0.041220821,0.129796146,0.070385726,45,0.796,AAVE,3,0.006,5.5
253,253,1572,2393,2022/03/29,3.044529262,12.89750229,123.7,105.3597541,40.63025491,0.001937956,0.00820974,0.017963547,0.103097496,0.647643068,0.002434508,0.010984002,0.022711498,0.18587611,0.071738548,77,0.894402036,AAVE,1,0.000636132,404
254,254,495,568,2022/04/29,2.294949495,3.675869826,24.1,9.085397319,10.50132042,0.004645647,0.007441032,0.009890813,0.077707806,0.773352261,0.011048367,0.020221107,0.04018172,0.124241049,0.061484123,39,0.82020202,AAVE,10,0.02020202,24.1
255,255,448,480,2022/05/29,2.142857143,3.881596901,25.2,8.573862088,11.76,0.004793864,0.008683662,0.006974566,0.071295673,0.789828559,0.005362615,0.022964336,0.041335166,0.107339518,0.064942133,45,0.738839286,AAVE,8,0.017857143,28.25
256,256,513,601,2022/06/29,2.343079922,5.006171569,27.4,23.33428569,11.69400998,0.004576328,0.009777679,0.00684726,0.067016102,0.761047173,0.004153399,0.017461555,0.04059093,0.135166347,0.067914554,35,0.824561404,AAVE,15,0.029239766,22.8
257,257,1107,1406,2021/07/29,2.540198735,8.357677825,69.4,51.09511827,27.32069701,0.002296744,0.007556671,0.022548883,0.136727171,0.729935614,0.003088992,0.011981465,0.02757669,0.164379552,0.066466061,57,0.88166215,AAVE,3,0.002710027,127.6666667
258,258,888,1014,2021/08/29,2.283783784,6.619169191,46.2,40.20447736,20.2295858,0.002574728,0.007462423,0.01339314,0.101696337,0.767777253,0.003038634,0.01217452,0.03128913,0.139145422,0.071319855,74,0.810810811,AAVE,1,0.001126126,39.92857143
259,259,862,1019,2021/09/29,2.364269142,6.509496278,47.6,35.50962311,20.13307164,0.002745957,0.007560391,0.007396568,0.072884529,0.757070999,0.002750751,0.012462653,0.03171659,0.138454616,0.066600543,63,0.828306265,AAVE,16,0.018561485,37.9375
260,260,1074,1277,2021/10/29,2.378026071,7.940278095,59.3,54.01861819,24.93664839,0.002216241,0.007400073,0.007290941,0.070784125,0.762274112,0.001349262,0.011369737,0.028329755,0.155337863,0.066876227,59,0.864990689,AAVE,16,0.014897579,48.125
261,261,770,907,2021/11/29,2.355844156,7.487701117,45.5,47.72665223,19.31367144,0.003063516,0.009736933,0.0082702,0.083074033,0.740092676,0.001843804,0.014651825,0.03294594,0.154420522,0.07345136,58,0.838961039,AAVE,2,0.002597403,114
262,262,793,942,2021/12/29,2.375788146,6.565906656,47,34.89667288,19.7829087,0.002999733,0.008290286,0.012922058,0.096004913,0.768241105,0.003920714,0.013226727,0.032976644,0.128606526,0.06570264,44,0.769230769,AAVE,6,0.007566204,60.66666667
263,263,748,922,2022/01/03,2.465240642,6.046461815,40.6,31.66210493,16.46898048,0.003300188,0.008094326,0.003401075,0.042931808,0.750747573,0.00159936,0.013291164,0.034085137,0.151023397,0.064043088,40,0.863636364,AAVE,12,0.016042781,37.16666667
264,264,507,541,2022/02/03,2.134122288,4.309397692,24.7,18.8800306,11.57384473,0.004217633,0.008516596,0.004144004,0.050718122,0.805173551,0.004518072,0.015657018,0.041601177,0.103493112,0.058010205,42,0.779092702,AAVE,6,0.01183432,31.66666667
265,265,591,688,2022/03/03,2.328257191,4.411141154,29.2,17.15161152,12.54156977,0.003946199,0.00747651,0.02087678,0.123468403,0.765274304,0.007664563,0.016209427,0.037838134,0.112786005,0.065430158,48,0.758037225,AAVE,9,0.015228426,30.66666667
266,266,702,849,2022/04/03,2.418803419,5.003119112,34.8,19.70222774,14.38727915,0.003450504,0.007137117,0.010858465,0.081874958,0.775159857,0.007817198,0.014620627,0.03482048,0.136925237,0.066710439,55,0.823361823,AAVE,17,0.024216524,27.47058824
267,267,435,449,2022/05/03,2.064367816,2.79160926,17.2,7.067924416,8.331848552,0.004756608,0.006432279,0.029458098,0.159926361,0.828616922,0.019372694,0.017013254,0.044877942,0.086561,0.054994244,47,0.71954023,AAVE,9,0.020689655,17.88888889
268,268,491,560,2022/06/03,2.281059063,4.821976445,26.8,21.01745306,11.74892857,0.004655223,0.009840768,0.005904313,0.066114637,0.784048151,0.005144995,0.015705405,0.042351543,0.139786836,0.062954514,34,0.849287169,AAVE,6,0.012219959,35.33333333
269,269,688,764,2022/07/03,2.220930233,6.318616772,41.8,32.86267724,18.82094241,0.003232795,0.009197404,0.00750007,0.077978637,0.789480312,0.001843381,0.014227109,0.035396311,0.13051247,0.067807441,51,0.799418605,AAVE,5,0.007267442,62.8
270,270,1007,1240,2021/08/03,2.462760675,8.759337734,71.4,51.27312486,28.99185484,0.002448072,0.008707095,0.008526601,0.085315308,0.737163762,0.001039527,0.01296452,0.028736561,0.173862483,0.068065936,43,0.884806356,AAVE,6,0.005958292,96.33333333
271,271,1019,1141,2021/09/03,2.239450442,7.460279501,53.6,52.14978428,23.93444347,0.002199853,0.007328369,0.011770217,0.090875908,0.779080807,0.003328514,0.011663408,0.02908865,0.128542613,0.069756203,88,0.795878312,AAVE,13,0.012757605,47.23076923
272,272,895,1028,2021/10/03,2.297206704,6.703612087,46.2,42.89988345,20.11138132,0.002569582,0.007498448,0.017715683,0.123506138,0.774149684,0.002941176,0.012252615,0.031117097,0.147763455,0.069090214,55,0.841340782,AAVE,1,0.001117318,163
273,273,1062,1233,2021/11/03,2.322033898,7.759695793,58.3,52.48925816,25.10729927,0.002188533,0.007313568,0.009434703,0.084972426,0.765665936,0.002681045,0.011483203,0.028469612,0.149915608,0.068983702,74,0.846516008,AAVE,1,0.00094162,207
274,274,777,939,2021/12/03,2.416988417,6.598275289,45,35.22625284,18.61821086,0.003114676,0.008502932,0.002636079,0.044702662,0.745153512,0.000823136,0.013778665,0.033144585,0.158062468,0.066860518,42,0.868725869,AAVE,14,0.018018018,39.14285714
275,275,485,521,2022/01/30,2.148453608,4.893770568,25.6,23.82435728,11.91554702,0.004438954,0.010111096,0.003332376,0.048514678,0.783258609,0.001876759,0.016616173,0.042301868,0.135083033,0.068412288,38,0.81443299,AAVE,1,0.002061856,91
276,276,1226,1545,2022/03/30,2.520391517,6.453601444,59.2,32.03054098,23.48841424,0.002057462,0.005268246,0.022930104,0.131607995,0.747989862,0.008831449,0.010621212,0.026522147,0.129279361,0.069284849,108,0.792822186,AAVE,13,0.010603589,52.38461538
277,277,460,568,2022/04/30,2.469565217,4.319629894,27.2,10.53881714,11.01408451,0.005380316,0.009410958,0.033196839,0.157158988,0.738808954,0.019358623,0.018586681,0.042806914,0.142919867,0.070939353,38,0.817391304,AAVE,10,0.02173913,27
278,278,709,880,2022/05/30,2.482369535,5.536605155,42.2,18.14019478,16.99988636,0.003506172,0.007820064,0.01809525,0.118259973,0.749235537,0.007650543,0.018734236,0.032572413,0.139007034,0.065328015,47,0.830747532,AAVE,10,0.014104372,42.2
279,279,629,764,2022/06/30,2.429252782,5.095599099,33,20.46677524,13.58442408,0.003868237,0.008114011,0.017560504,0.113401008,0.769785984,0.010708491,0.015387043,0.036813294,0.142228075,0.059488551,30,0.871224165,AAVE,17,0.027027027,26.35294118
280,280,1179,1448,2021/07/30,2.456318914,8.685335905,71.5,59.9986111,29.10859807,0.00208516,0.007372951,0.012811849,0.106665619,0.738080578,0.001611794,0.010896657,0.027019595,0.168865419,0.067634668,60,0.882951654,AAVE,11,0.009329941,68.18181818
281,281,1011,1219,2021/08/30,2.411473788,8.302023307,60.1,57.92610235,24.92251846,0.002387598,0.008219825,0.014388312,0.10791271,0.745039405,0.002381865,0.012607595,0.0288269,0.148634255,0.072213768,61,0.830860534,AAVE,1,0.00098912,215
282,282,830,989,2021/09/30,2.38313253,6.954805323,48,40.74309757,20.14155713,0.002874708,0.008389391,0.01132553,0.099526397,0.744525473,0.001820983,0.013254404,0.032099556,0.149923441,0.068450689,53,0.85060241,AAVE,1,0.001204819,160
283,283,1049,1187,2021/10/30,2.263107722,7.237741826,56.7,44.77859111,25.05404381,0.002159454,0.006906242,0.00630622,0.07067948,0.782116569,0.001554834,0.010986584,0.028868292,0.136688027,0.068521107,82,0.820781697,AAVE,16,0.015252622,46.1875
284,284,789,931,2021/11/30,2.359949303,7.49380238,46.2,48.49925544,19.57669173,0.00299486,0.009509901,0.006877844,0.074151567,0.736513295,0.001026211,0.014334376,0.032608288,0.154948962,0.073368078,55,0.840304183,AAVE,1,0.001267427,183
285,285,954,1109,2021/12/30,2.324947589,6.760112804,51.6,38.38170861,22.19404869,0.002439609,0.007093508,0.006862075,0.074708701,0.795877406,0.001935983,0.011225288,0.030383855,0.12633284,0.065177228,42,0.762054507,AAVE,5,0.00524109,74
286,286,489,544,2022/01/31,2.224948875,4.28475558,23.8,18.15856088,10.696875,0.004559321,0.008780237,0.012428744,0.095744195,0.7898228,0.004080839,0.015972226,0.042350272,0.127466459,0.062180098,37,0.830265849,AAVE,15,0.030674847,19.8
287,287,834,1049,2022/03/31,2.51558753,5.60358072,42.6,25.80783688,16.93441373,0.003019913,0.006726988,0.014512597,0.078338333,0.757469323,0.011453504,0.014626934,0.031405034,0.142671213,0.064740806,54,0.851318945,AAVE,4,0.004796163,67
288,288,733,887,2022/05/31,2.420190996,5.201746918,40.4,16.50723747,16.69289741,0.003306272,0.007106212,0.018306706,0.119384946,0.769102494,0.008062349,0.015303133,0.033639477,0.133858564,0.061537592,45,0.843110505,AAVE,9,0.012278308,42.22222222
289,289,1154,1423,2021/07/31,2.466204506,8.311226171,73,49.87094456,29.60014055,0.002138946,0.007208349,0.014806444,0.112303777,0.752869854,0.002075926,0.011336783,0.027178458,0.169728525,0.060011197,47,0.911611785,AAVE,9,0.00779896,77.22222222
290,290,1073,1278,2021/08/31,2.382106244,8.452641138,61.8,62.37841507,25.94342723,0.002222114,0.007884926,0.010958506,0.0921519,0.756750816,0.001722373,0.011969159,0.028097,0.165961711,0.067490786,53,0.885368127,AAVE,1,0.000931966,236
291,291,964,1092,2021/10/31,2.265560166,7.125926847,51.5,44.95491569,22.73168498,0.002352607,0.007399716,0.007894883,0.07588123,0.784784279,0.002091159,0.011644271,0.030044829,0.14297897,0.067230613,68,0.839211618,AAVE,17,0.017634855,40.52941176
292,292,892,1061,2021/12/31,2.378923767,7.319540424,48.6,49.43952535,20.42940622,0.002669948,0.008214972,0.011706817,0.097788376,0.753738715,0.001539615,0.012631142,0.031025951,0.156135017,0.069552426,53,0.85426009,AAVE,1,0.001121076,188
293,293,721,841,2022/01/04,2.332871012,6.379231815,41.9,34.82799002,17.96070155,0.003240099,0.008860044,0.009996879,0.083157023,0.755619054,0.004375119,0.014288678,0.03441568,0.148974821,0.076057479,56,0.808599168,AAVE,1,0.001386963,13.61111111
294,294,609,685,2022/02/04,2.249589491,5.281245118,35.9,20.80304465,15.95846715,0.003699983,0.008686258,0.001153335,0.019137988,0.785754169,0.000321371,0.013962245,0.038071931,0.133227331,0.063630992,38,0.816091954,AAVE,10,0.016420361,35.9
295,295,646,766,2022/03/04,2.371517028,4.814196692,34.7,15.64217944,14.63198433,0.003676771,0.007463871,0.007307016,0.071301504,0.750255643,0.003871422,0.015506507,0.036187886,0.121960895,0.062141177,49,0.808049536,AAVE,12,0.018575851,32.08333333
296,296,590,701,2022/04/04,2.376271186,4.491166164,29.7,16.24157901,12.49857347,0.004034416,0.00762507,0.012490448,0.096060154,0.764327911,0.008254888,0.017006013,0.037524624,0.129058249,0.063615873,41,0.823728814,AAVE,10,0.016949153,29.7
297,297,532,595,2022/05/04,2.236842105,3.626684399,24.2,11.11355529,10.81882353,0.004212509,0.006829914,0.011346466,0.091589871,0.776966316,0.007806955,0.015662145,0.040465719,0.106592648,0.060802841,55,0.770676692,AAVE,9,0.016917293,25.55555556
298,298,416,446,2022/06/04,2.144230769,4.315661072,24,15.51343504,11.19282511,0.005166821,0.010399183,0.009289277,0.088475622,0.792610951,0.006171429,0.017411093,0.045888582,0.123759121,0.061621973,33,0.8125,AAVE,6,0.014423077,31.66666667
299,299,674,799,2022/07/04,2.370919881,5.428348629,34.2,26.61578479,14.42478098,0.003522912,0.008065897,0.025132045,0.142209616,0.777418112,0.009808373,0.013276476,0.036185044,0.129439167,0.063595736,49,0.823442136,AAVE,17,0.025222552,27
300,300,1060,1274,2021/08/04,2.403773585,7.824273078,62.6,48.71276356,26.04238619,0.002269852,0.00738836,0.014148976,0.109028253,0.747091633,0.002806935,0.011529438,0.028482163,0.161701942,0.067527509,63,0.870754717,AAVE,11,0.010377358,59.63636364
301,301,1165,1293,2021/09/04,2.219742489,8.509028252,64.1,65.81362574,28.87722351,0.001906995,0.007310162,0.006665843,0.071238846,0.790571397,0.001098021,0.012425907,0.026543751,0.143484886,0.067906911,84,0.839484979,AAVE,3,0.002575107,139
302,302,934,1111,2021/10/04,2.379014989,7.116382733,52.7,41.73740662,22.1520252,0.002549855,0.00762742,0.011450807,0.095761071,0.752965801,0.002027752,0.012048027,0.030438476,0.15278182,0.07027857,65,0.844753747,AAVE,16,0.017130621,43
303,303,1133,1311,2021/11/04,2.314210062,7.725190611,62.3,50.49323387,26.9206331,0.002044355,0.006824373,0.006128713,0.071278385,0.766778029,0.00143662,0.010877102,0.027658206,0.148686928,0.069502178,76,0.840247132,AAVE,3,0.002647838,116
304,304,884,1160,2021/12/04,2.624434389,7.97386105,57.8,46.12735992,22.0237931,0.002972179,0.00903042,0.007795549,0.061485752,0.708105678,0.003605288,0.014014444,0.030592087,0.174857669,0.070555284,47,0.878959276,AAVE,1,0.001131222,184
305,305,689,822,2022/01/05,2.386066763,6.067606785,37.7,32.96816646,15.80006083,0.00346812,0.008819196,0.004690268,0.049325949,0.750567573,0.004347511,0.013974841,0.035467003,0.153218539,0.065976416,40,0.865021771,AAVE,9,0.013062409,40.11111111
306,306,630,686,2022/02/05,2.177777778,5.558775255,31.3,32.05568072,14.37244898,0.003462286,0.008837481,0.01276392,0.103323065,0.804157919,0.002565077,0.014485244,0.037143899,0.119632634,0.065571807,49,0.777777778,AAVE,1,0.001587302,121
307,307,570,631,2022/03/05,2.214035088,4.283431052,28.2,15.55492062,12.73692552,0.003891099,0.007527998,0.002472189,0.025884298,0.786575029,0.002505847,0.014686037,0.039260801,0.105090571,0.0634745,52,0.724561404,AAVE,9,0.015789474,29.55555556
308,308,554,620,2022/04/05,2.238267148,4.06825774,25.4,15.53633733,11.34806452,0.004047499,0.007356705,0.007259849,0.058281314,0.789219563,0.006736527,0.0155618,0.039569063,0.122886568,0.063912955,45,0.80866426,AAVE,15,0.027075812,21.33333333
309,309,499,597,2022/05/05,2.392785571,3.871171908,24.5,11.05792828,10.23911223,0.00480479,0.007773438,0.016923924,0.113125526,0.75729008,0.010519395,0.019659112,0.040258855,0.130437915,0.065481257,40,0.815631263,AAVE,14,0.028056112,21.28571429
310,310,342,365,2022/06/05,2.134502924,3.659163913,18.5,12.0115685,8.667123288,0.006259539,0.010730686,0.006574314,0.076712547,0.800082567,0.004449388,0.017749509,0.05115254,0.137602748,0.058406019,22,0.862573099,AAVE,5,0.014619883,26.6
311,311,636,731,2022/07/05,2.298742138,4.619922451,31.1,18.10739567,13.52913817,0.003620066,0.007275468,0.006256015,0.061702955,0.78522104,0.009320388,0.013964267,0.037141558,0.124804457,0.066253296,51,0.795597484,AAVE,11,0.017295597,29.63636364
