,num_nodes,num_edges,time,Degree mean,Degree std,Top10Degree mean,Top10Degree std,Top10 Degree mean ratio,DCmean,DCstd,clustermean,clusterstd,modularity,transitivity,eig_mean,eig_std,closenessmean,closenessstd,Components_cnt,giant_com_ratio,token
17,578,700,10/06/2022,2.422145328719723,4.751903119579857,32.5,14.245857097572067,13.417857142857144,0.0041978255263773155,0.008235534002737988,0.009568021542959677,0.07805080578548074,0.7549081632653051,0.009986684420772303,0.020921495095580594,0.03598103252574787,0.15573128888798785,0.06183625015407168,31,0.8806228373702422,AAVE
18,1244,1585,10/07/2021,2.5482315112540195,10.116223483188001,78.2,80.48712802540402,30.687949526813878,0.002050065576230039,0.008138554692830214,0.023841681599040647,0.1394765737215072,0.7326089422722876,0.0025433350995382638,0.01138103755823619,0.025978318025150972,0.18166144227923467,0.06748286043917402,53,0.8995176848874598,AAVE
19,1054,1282,10/08/2021,2.4326375711574952,8.682361269559635,64.0,62.252175330130704,26.308892355694226,0.002310197123606332,0.00824535733101565,0.010269094983644629,0.09032907154545228,0.7414263497216964,0.0015172679543374596,0.012170975783970204,0.028308908280225333,0.15849822701668445,0.07215701485758255,64,0.8529411764705882,AAVE
20,1101,1284,10/09/2021,2.332425068119891,7.780414362947074,63.3,49.28612606223198,27.139135514018694,0.0021203864255635546,0.007073103966315537,0.017696996691818477,0.11954325391905576,0.7694418969148205,0.0037708898728753036,0.011382853238467841,0.027917803834223587,0.14567177159173755,0.06984974858523688,79,0.8356039963669392,AAVE
21,854,1011,10/10/2021,2.36768149882904,6.645305089280796,46.6,37.535760726716774,19.68170128585559,0.0027757110185569226,0.007790510069496777,0.014861046423227402,0.1115382620358567,0.7598073026579035,0.0023742395014097048,0.0125777550925737,0.031842543183695116,0.14526778179152414,0.06938611395422158,64,0.8290398126463701,AAVE
22,947,1169,10/11/2021,2.4688489968321012,7.904278757076163,56.7,50.74566210251101,22.96616766467066,0.002609776952253795,0.008355474373230297,0.007541909042492601,0.07259972990182402,0.7308195536093874,0.0016314779270633398,0.01284834425913664,0.029863489399455618,0.1568707287905233,0.07256931612220877,60,0.8437170010559663,AAVE
23,777,907,10/12/2021,2.3346203346203347,6.2927915224975255,43.6,33.07298326764948,18.675413450937157,0.003008531359046816,0.008109267425898745,0.00787032787032787,0.08206988751040778,0.7839601093540507,0.0010861039039401436,0.013052908569123223,0.033437431299043134,0.14758916932879898,0.06440638673137586,41,0.8597168597168597,AAVE
24,520,585,11/01/2022,2.25,5.32263498278089,30.8,24.02683684734403,13.68888888888889,0.00433526011560692,0.010255558733681877,0.00948684921681879,0.0898884997792786,0.7721776608956107,0.0022268959544723493,0.016886254212689047,0.04051033545672018,0.1471435482191304,0.0648207834717948,34,0.8615384615384616,AAVE
25,636,707,11/02/2022,2.2232704402515724,5.303140593414232,31.1,28.98064488202045,13.98840169731259,0.0035012132917347657,0.00835140250931384,0.0027612926446094273,0.042815945337453205,0.7924623236217333,0.001225239942822136,0.0143194208051209,0.03700587021840344,0.12515572840633768,0.06544773825206998,40,0.800314465408805,AAVE
26,601,629,11/03/2022,2.093178036605657,4.273324628816607,29.0,16.924669699714805,13.854531001589825,0.003488630061009445,0.007122207714694297,0.005848191023393703,0.0719106662943431,0.8183820685924882,0.0029192345118391177,0.014167811637837577,0.03828322394013335,0.09457703697105979,0.061338940449283355,65,0.7088186356073212,AAVE
27,706,791,11/04/2022,2.2407932011331444,4.551216056933588,33.6,17.308957218735046,14.994690265486726,0.0031784300725292204,0.006455625612671746,0.006803667853865659,0.06995557644817188,0.7986378042484915,0.0032596885186526622,0.015160192017572845,0.03447147070093391,0.12613299389046032,0.06050367986155333,50,0.830028328611898,AAVE
28,877,1056,11/05/2022,2.4082098061573545,6.177720029232845,46.3,31.82958093067237,19.225899621212122,0.0027490979522344057,0.007052191814192775,0.017670966992040286,0.1089321718220753,0.7685448232323242,0.007910783936713729,0.01173022616721247,0.03168275919019716,0.14687524327831197,0.06777925191078854,57,0.8403648802736602,AAVE
29,650,839,11/06/2022,2.5815384615384613,5.7986474249799205,42.0,17.397317800933184,16.269368295589988,0.0039777171980562255,0.008934741795038488,0.014180433203368604,0.10845826707675116,0.7279495852517545,0.005393038078117339,0.02016014049902069,0.03367156874942883,0.16704736460015232,0.06018079434247565,24,0.9,AAVE
30,1422,1753,11/07/2021,2.4655414908579467,12.415961315123406,95.5,116.11034024199185,38.733884768967485,0.0017350749407867136,0.008737481572923056,0.015378305707917591,0.11177112303597907,0.7347056256587612,0.0013381268008956528,0.011120215735864804,0.02408284757038255,0.18894147922208993,0.07158338635564525,60,0.8973277074542897,AAVE
31,1337,1659,11/08/2021,2.481675392670157,8.772737823934433,77.4,60.687176020419116,31.188607594936713,0.0018575414615794473,0.006566420526896695,0.01776774348671455,0.12481000050800105,0.7407432235298644,0.0019492453635806708,0.010057866678257556,0.025441434566881915,0.16360703746294258,0.06451406804383673,69,0.8863126402393419,AAVE
32,1168,1367,11/09/2021,2.3407534246575343,8.819448601768407,69.5,65.57480884879159,29.691294806144843,0.002005786996278953,0.007557368124908562,0.009042447435402397,0.08195706759485644,0.7647377385964191,0.0015883436752154854,0.01134499355981036,0.026982936457653296,0.15210540001983605,0.06958149833417075,75,0.851027397260274,AAVE
33,783,920,11/10/2021,2.3499361430395913,7.130866364685771,44.6,44.22216638745777,18.979239130434784,0.003005033430996929,0.009118754942053272,0.013546209860430218,0.10877346635146631,0.7422052221172009,0.0022738038844149692,0.014124405633647119,0.0328484159498401,0.1454570369609156,0.07565079131988718,60,0.80970625798212,AAVE
34,788,902,11/11/2021,2.2893401015228427,6.5169147969896635,42.1,39.407980015333045,18.38957871396896,0.002908945491134484,0.008280704951702331,0.0053935268688811225,0.06515112527454538,0.762383788673604,0.0011748909029875797,0.0133887254751931,0.033032745675452425,0.14274832600343812,0.06775593813674251,58,0.8388324873096447,AAVE
35,736,832,11/12/2021,2.260869565217391,5.923539234778159,39.8,30.60428437690093,17.603846153846153,0.0030760130139012147,0.008059237054120023,0.0007117637491716125,0.009689977938469993,0.7838698167067304,0.0010757314974182443,0.013220767297583562,0.034431347955192364,0.13711596593853378,0.06733255106442941,54,0.8233695652173914,AAVE
36,545,625,12/01/2022,2.293577981651376,5.681339993614555,32.8,27.482519696870753,14.300799999999999,0.004216135995682734,0.010443639694144392,0.012044023255032428,0.08042380060931016,0.7663603199999989,0.004068008761865026,0.01682240392277969,0.039429960843915396,0.14339773769509656,0.06718951255217498,40,0.8440366972477065,AAVE
37,563,628,12/02/2022,2.230905861456483,5.113651785877428,30.2,24.8452991305979,13.537101910828026,0.003969583383374537,0.009099024530031037,0.005235351516164235,0.06314008512744712,0.7841773499939144,0.001847063169560399,0.015595561849506195,0.03918807347453511,0.1186084139721492,0.06426301236628028,45,0.7957371225577264,AAVE
38,674,707,12/03/2022,2.0979228486646884,4.975652023994009,37.2,18.461972929360623,17.731824611032533,0.003117270206039649,0.007393242234760741,0.007779735699093353,0.0730584269912478,0.8159594197447616,0.0032945310784098397,0.016428284005058642,0.03486537770676265,0.11144346194240484,0.06322805320117934,65,0.7685459940652819,AAVE
39,573,685,12/04/2022,2.3909249563699824,4.1582407879597785,27.4,13.226236552146394,11.46,0.004179938734912523,0.007269651727202426,0.006707483713387881,0.06511885318733052,0.7614300175821823,0.004577822990844354,0.015481880378926588,0.038834830914210174,0.1336204496250791,0.06360584948375543,37,0.8324607329842932,AAVE
40,1001,1196,12/05/2022,2.3896103896103895,7.68882643503228,58.5,50.37250131658035,24.480978260869566,0.0023896103896103075,0.007688826435032249,0.010466231724502926,0.08790098879663152,0.7609083651189587,0.002786585951763236,0.011838603642456645,0.029320765870976408,0.16024732617435566,0.06841292902766483,58,0.8691308691308691,AAVE
41,799,1062,12/06/2022,2.658322903629537,6.945520378213169,57.8,21.14395106565153,21.74303201506591,0.003331231708808906,0.008703659621820889,0.026727507229074427,0.139695251831082,0.7037772954415685,0.010709695844638012,0.015084020794870374,0.032020618768692145,0.16910494221888614,0.0651940711020327,40,0.8873591989987485,AAVE
42,1272,1680,12/07/2021,2.641509433962264,9.641183638573969,80.4,70.20319714150409,30.43714285714286,0.0020782922375785036,0.0075855103371942345,0.03111555994261607,0.1572344917385564,0.7213835742630373,0.004512445616134823,0.011044901277451127,0.02578170354571725,0.17609768197032938,0.06960553800895111,59,0.8836477987421384,AAVE
43,1168,1404,12/08/2021,2.404109589041096,7.676250126311354,66.0,46.77843757782235,27.45299145299145,0.002060076768672742,0.006577763604379588,0.014454293047338947,0.10676548033896423,0.758919621188141,0.003961485557083907,0.010788447394093206,0.02721043360709448,0.15001819550464188,0.06809051768377986,75,0.8467465753424658,AAVE
44,1060,1269,12/09/2021,2.3943396226415095,7.616713273665623,57.8,50.67061388133275,24.14026792750197,0.002260943930728556,0.007192363808938413,0.015125312557506477,0.1142083198857191,0.7541684752673485,0.0021238611179512437,0.011415656545720474,0.028528000140874456,0.15132217463328623,0.06732774068335773,69,0.8566037735849057,AAVE
45,939,1116,12/10/2021,2.376996805111821,6.582148042055572,50.1,35.33474839933694,21.07701612903226,0.002534111732528635,0.007017215396647955,0.010025309001071406,0.09117051034258064,0.754593498284965,0.0021961932650073207,0.011727080485819089,0.030470100915254913,0.1420159184807386,0.0680503382991815,66,0.8285410010649628,AAVE
46,816,963,12/11/2021,2.360294117647059,7.023717360312994,48.4,40.66994522303226,20.505919003115263,0.002896066402020921,0.00861805811081347,0.007250353006453409,0.07936063732510902,0.750321608766307,0.0014012143858010276,0.013751894698231926,0.03221253195226766,0.15224606638616228,0.06828169411528894,47,0.8529411764705882,AAVE
47,755,835,12/12/2021,2.2119205298013247,6.078192169282406,43.0,31.10198278781167,19.44011976047904,0.0029335816045110374,0.008061262823982002,0.005258320567241978,0.06065977821594423,0.8037025350496597,0.002008435428800964,0.012837192637878185,0.03407708721544996,0.12595969154051087,0.06496155677025922,61,0.8066225165562914,AAVE
48,567,622,13/01/2022,2.1940035273368608,4.9561076307969625,30.0,22.528993664954402,13.673633440514468,0.0038763313203831625,0.008756373906001768,0.007953883980156558,0.08280520045145387,0.7851009604946192,0.0015596568754873928,0.014996392595704733,0.03926188133664417,0.13272338998748243,0.06346526609360659,40,0.8359788359788359,AAVE
49,558,597,13/02/2022,2.139784946236559,4.5468036347512,26.7,22.131174593520534,12.477889447236182,0.0038416246790602565,0.008163022683575006,0.008226659839563066,0.08640554969436375,0.8091560538594708,0.0018648018648018648,0.0146158587632855,0.03976588090602507,0.10921815635832981,0.0588798101216258,49,0.7921146953405018,AAVE
50,511,548,13/03/2022,2.1448140900195694,4.140967907442342,24.9,16.88161393021677,11.609397810218978,0.004205517823567773,0.008119544916553673,0.0021024376192110192,0.022130144187754674,0.7917926501145498,0.003001200480192077,0.01551454647622374,0.041468195021229476,0.11048232363488167,0.06190800812239697,49,0.7827788649706457,AAVE
51,577,678,13/04/2022,2.350086655112652,4.690653105376433,28.9,20.463789157110337,12.297418879056046,0.004080011554015071,0.008143494974611813,0.004115367407603548,0.059637484355228976,0.7687193811400882,0.0020683949255377826,0.01566958448160605,0.03860244753534737,0.1349097297502991,0.061437336655460244,33,0.8526863084922011,AAVE
52,1015,1149,13/05/2022,2.2640394088669953,8.490814008273821,60.6,62.21503926793836,26.766318537859007,0.002232780482117278,0.008373583834589558,0.013163828632996226,0.09585529413931974,0.7990987735958401,0.002447110830438901,0.01092860641734799,0.029438768150489264,0.15212108055235232,0.06361910155790405,51,0.8729064039408867,AAVE
53,885,1181,13/06/2022,2.6689265536723163,6.338669254568142,50.3,23.9028124797992,18.846528365791702,0.0030191476851496725,0.007170440333221936,0.04229980187726558,0.17811971340945335,0.7145070015579738,0.016725798276735936,0.014870368894146002,0.03016361556177443,0.16200964821688407,0.06745778665259117,50,0.8700564971751412,AAVE
54,1236,1586,13/07/2021,2.5663430420711975,8.405105440506588,75.0,50.642538114382326,29.224464060529634,0.002078010560381579,0.00680575339312267,0.011974406254935363,0.10299365396259212,0.7302345237091881,0.0024725632238754174,0.01082209632479276,0.026315470699299518,0.1746821939568753,0.06691801750209382,57,0.8907766990291263,AAVE
55,1242,1541,13/08/2021,2.4814814814814814,9.0989756033233,72.5,67.95137150116169,29.216417910447763,0.001999582176858572,0.00733197067149333,0.020474762466585483,0.13215815948187415,0.7388284994910884,0.0029633771316745876,0.010923502834227179,0.026198906618001467,0.1655059268395084,0.06783765289619088,67,0.8776167471819646,AAVE
56,1044,1267,13/09/2021,2.4272030651340994,7.379031954905472,56.7,45.11725464461093,23.360220994475142,0.0023271362081822827,0.007074814913619818,0.015472103771486742,0.11385510961605425,0.7528887321846709,0.0024833614780967518,0.011632842447578862,0.028693553342397645,0.1523463516646976,0.06979015525181537,65,0.8448275862068966,AAVE
57,791,951,13/10/2021,2.404551201011378,6.418381792162995,45.0,33.45976024354562,18.714511041009466,0.003043735697482767,0.008124533914130429,0.022097804423785276,0.1332967031276791,0.742750726724095,0.005792821444797819,0.013318900566777791,0.032987954229672656,0.14160138543378878,0.07262932248139892,63,0.8065739570164349,AAVE
58,750,850,13/11/2021,2.2666666666666666,6.657626269094703,43.2,38.6862019617101,19.058823529411768,0.00302625723186473,0.008888686607603263,0.012051344691125803,0.10581903295199221,0.7695986159169536,0.0013585418317672365,0.014121618120384481,0.03369609974234139,0.14810955468602013,0.0691375590912448,52,0.8466666666666667,AAVE
59,841,961,13/12/2021,2.285374554102259,6.715964465274247,50.6,34.442222150533006,22.140790842872008,0.0027206839929788734,0.0079951957919933,0.0035803167746202794,0.059654880993813574,0.799105272105344,0.0002973388175826354,0.009979917113571048,0.033026638868452994,0.11303081134314043,0.05651511986352249,48,0.7146254458977408,AAVE
60,570,616,14/01/2022,2.16140350877193,5.158157815665016,29.1,26.614323628869894,13.463474025974026,0.0037986001911633678,0.009065303718216174,0.0072687280040221215,0.08364790551386987,0.8089725818013157,0.0018105009052504525,0.015134948999142304,0.03908964038507481,0.12337377649420826,0.05969023951815327,36,0.8315789473684211,AAVE
61,558,627,14/02/2022,2.247311827956989,4.433808209464647,30.1,14.745620818851043,13.393779904306221,0.004034671145344697,0.00796015836528653,0.0028582841697631554,0.04489218385746796,0.8014036105197012,0.001917852005753556,0.014194513084318123,0.03991849450670779,0.11616063763772068,0.06515705641228427,44,0.7688172043010753,AAVE
62,600,649,14/03/2022,2.1633333333333336,4.261485185025549,30.2,13.91881220985948,13.959938366718026,0.003611574846967158,0.007114332529258143,0.0018811507884005305,0.02166754265910417,0.7971194275417204,0.0024216984178237005,0.013293287514695568,0.03863214436211131,0.11253712643883841,0.06139524596606029,55,0.785,AAVE
63,677,795,14/04/2022,2.348596750369276,5.515675773737451,37.7,25.725257800241554,16.052138364779875,0.003474255547883554,0.008159283688960952,0.008240424147540318,0.08617229105615887,0.7696119615521552,0.0034346103038309117,0.014483885590563463,0.03562578657703289,0.13042019240187086,0.06103571975051533,42,0.844903988183161,AAVE
64,804,887,14/05/2022,2.2064676616915424,7.094604124360404,46.6,44.644770752637484,21.119729425028183,0.002747780400612139,0.008835123442541127,0.006286486284699936,0.07136636880106034,0.8033317276100086,0.00211555639133092,0.01296685718256695,0.032817392313186054,0.14309949553505408,0.06768866446079568,51,0.8420398009950248,AAVE
65,834,955,14/06/2022,2.290167865707434,6.088560049567523,45.0,31.343969825860356,19.649214659685864,0.0027493011593126317,0.007309195737776134,0.01678231292723909,0.10979606317135995,0.7866341383185773,0.006837811900191938,0.012979177165372417,0.03212193830462518,0.14131913511220515,0.06772477478241257,60,0.8333333333333334,AAVE
66,1296,1720,14/07/2021,2.654320987654321,9.526680105068435,87.7,59.94080413207685,33.04046511627907,0.0020496687163353766,0.007356509733643287,0.02215326964512745,0.1314735146430508,0.721558105732826,0.003944100891074645,0.011100711181406708,0.025473119722926523,0.18457915796234134,0.06745891201567918,57,0.9004629629629629,AAVE
67,1118,1280,14/08/2021,2.289803220035778,8.1144512133001,58.6,62.48590952277874,25.591718750000002,0.0020499581199961607,0.007264504219605967,0.00924221456011598,0.09079650516136722,0.7789340209960957,0.0008589276418532014,0.011106186126975594,0.027781240974115416,0.14957956638444014,0.06914561395992326,69,0.8497316636851521,AAVE
68,1324,1687,14/09/2021,2.5483383685800605,9.111300797666619,77.7,65.86864032130752,30.49045643153527,0.0019261816844898107,0.006886848675484929,0.018029881511290893,0.11724872462690679,0.7273817810383759,0.003911546886408678,0.010689095442723564,0.02532814196611777,0.16089630547179262,0.07202068009195245,81,0.851963746223565,AAVE
69,817,982,14/10/2021,2.4039167686658507,7.07164902510309,47.8,40.97370430464451,19.884215885947047,0.002945976432188593,0.00866623655037131,0.014716812042825468,0.10866903664105504,0.7460443792750163,0.0038565722418621735,0.013738965920376088,0.03219471523382492,0.15122396939442692,0.07061432703312998,55,0.8421052631578947,AAVE
70,879,994,14/11/2021,2.261660978384528,6.837506936774842,46.7,43.21535221037388,20.64854124748491,0.0025759236655860133,0.007787593322067193,0.006583086498068084,0.07066019287384276,0.770220923124258,0.001515986769570011,0.012531974846644213,0.03133245757304391,0.14114844053330483,0.06830831980902156,67,0.8339021615472128,AAVE
71,1203,1279,14/12/2021,2.1263507896924354,11.525014200112174,83.4,99.70757243058323,39.22212666145427,0.0017690106403431237,0.009588198169810522,0.0019528491889256644,0.04186404947393698,0.8112481592037357,7.382888924436132e-05,0.01090377133158328,0.026701228701163565,0.1104775674374935,0.03841617376209821,47,0.6467165419783873,AAVE
72,700,836,15/01/2022,2.388571428571429,5.98810319972146,38.8,31.226057494769766,16.244019138755977,0.003417126507255217,0.008566671244236464,0.004357750186321615,0.05667305138593995,0.7591479991300571,0.0015336303220623677,0.013821738281527648,0.03520371301488156,0.15309957906981567,0.06630807687511088,42,0.8614285714285714,AAVE
73,579,648,15/02/2022,2.238341968911917,4.941370585873747,29.7,23.060548321514148,13.26875,0.003872563960055192,0.008549084058604925,0.009051271631277726,0.09268153057527859,0.77840172991922,0.0019088826673453805,0.014940195425559365,0.03881376291180571,0.12685186814176594,0.06704843646596827,47,0.7979274611398963,AAVE
74,986,1025,15/03/2022,2.079107505070994,14.624360096707502,69.8,134.67475223251347,33.57209756097561,0.002110769040681235,0.014847066088028195,0.0035302001301402756,0.0556418563852237,0.7197867935752532,0.00011274168999793307,0.016021241030482067,0.02753702368158146,0.1679554954508154,0.07804909324816739,46,0.8559837728194726,AAVE
75,443,479,15/04/2022,2.1625282167042887,3.705290936482047,21.7,12.329278612762025,10.03455114822547,0.004892597775349059,0.008383011168511404,0.0016685807822792496,0.02248640478619244,0.7843345348041526,0.0016722408026755853,0.01803406199236233,0.044005456916053155,0.10905604387088126,0.06483180372181044,46,0.744920993227991,AAVE
76,698,795,15/05/2022,2.2779369627507164,5.864574021136758,36.8,32.69658493889945,16.154968553459117,0.0032682022421101,0.008414022985849005,0.015805667375087734,0.11193611346437288,0.7766931687828823,0.006693337436528697,0.013564440679719136,0.035361874930701684,0.13091354740381494,0.07133001790128556,61,0.7851002865329513,AAVE
77,777,888,15/06/2022,2.2857142857142856,5.188032847875323,38.5,21.256371593791197,16.84375,0.0029455081001472684,0.006685609340045549,0.011611894986965346,0.08549332150275203,0.797974494765036,0.0072507552870090634,0.011901216747049352,0.03386500124495972,0.1237348628341975,0.06476675220722161,61,0.8005148005148005,AAVE
78,1158,1461,15/07/2021,2.523316062176166,8.778798538173222,71.0,60.315835400000886,28.137577002053387,0.0021809127590113678,0.007587552755551463,0.00967018361242914,0.09338435045887633,0.7346519429886161,0.001217792590693501,0.01152405689843385,0.02704414104256388,0.1802545447960912,0.06465087016224211,50,0.9093264248704663,AAVE
79,1060,1223,15/08/2021,2.3075471698113206,7.817786771966768,58.0,55.55777773333511,25.134914145543746,0.0021789869403317655,0.007382234912149892,0.01217945305158759,0.09942022693817577,0.7592434859523388,0.002120078914048467,0.011447750103077739,0.02851512460252239,0.14013820272779465,0.07164850836000412,85,0.8113207547169812,AAVE
80,1357,1694,15/09/2021,2.496683861459101,8.808819790656484,73.2,66.73962674287128,29.318890200708385,0.0018412122872117258,0.006496179786619863,0.02439195258054461,0.14211737954501952,0.7429809913173676,0.004406644421877267,0.010086525242288117,0.025212102398709798,0.1499995512293884,0.0719689573885098,93,0.8305084745762712,AAVE
81,842,961,15/10/2021,2.2826603325415675,6.990457810851726,46.8,44.19099958639139,20.50239334027055,0.002714221560691561,0.008312078253093585,0.012189679382711312,0.10462101587130829,0.7646204038673715,0.0015152906602993847,0.013242219313007196,0.03183544817335365,0.1308333428976209,0.07004554768317656,66,0.7969121140142518,AAVE
82,803,905,15/11/2021,2.2540473225404734,6.3109545683551405,44.5,33.59315406448165,19.742265193370166,0.0028105328211227585,0.00786902065879708,0.0021255649950604827,0.03779239366720708,0.786539482921767,0.0014037550447446921,0.012765561003157809,0.032919903612193366,0.14300722111020112,0.06761485099833538,54,0.8356164383561644,AAVE
83,949,1042,15/12/2021,2.1959957850368808,11.127073114761492,64.1,91.66903027255778,29.189491362763917,0.002316451250038913,0.011737418897427469,0.0014095493547548342,0.03420656336311233,0.7602655825759559,5.00575662011313e-05,0.013948060246264639,0.029327439646628775,0.12174531930636624,0.04777964853104122,42,0.5763962065331928,AAVE
84,657,756,16/01/2022,2.3013698630136985,6.058446126035744,38.4,31.45437613079899,16.685714285714287,0.003508185766789118,0.009235436167737527,0.01186268941791242,0.09246145453235521,0.7701597099745244,0.0064501266989173,0.014721215706601858,0.036157235721530526,0.1447567777085161,0.06717353820412593,44,0.8386605783866058,AAVE
85,496,528,16/02/2022,2.129032258064516,4.5214956709022065,24.5,21.783020910791965,11.507575757575758,0.004301075268817197,0.009134334688691405,0.004869153731101948,0.056758775954573494,0.7961862947658395,0.002652050919377652,0.01632536707639692,0.041870586222411806,0.11328802275833619,0.06404377829967921,44,0.7762096774193549,AAVE
86,1338,1458,16/03/2022,2.179372197309417,17.80230819353686,101.9,188.8647076024999,46.75658436213992,0.0016300465200519791,0.013315114580057723,0.0096291144711837,0.08701474425514064,0.7065492688746252,0.0003792454420316319,0.013876575143435784,0.023563526798207772,0.17466164903543016,0.07187427916228134,53,0.890881913303438,AAVE
