,time,num_nodes,num_edges,Degree mean,Degree std,Top10Degree mean,Top10Degree std,Top10 Degree mean ratio,DCmean,DCstd,clustermean,clusterstd,modularity,transitivity,eig_mean,eig_std,closenessmean,closenessstd,Components_cnt,giant_com_ratio,token,core_cnt,core_ratio,avg_core_neighbor,relative_degree,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktEstUSD,CapMrktFFUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
76,2021-09-24,951,1180,2.481598318,8.023611732,60.3,49.19586704,24.29885593,0.002612209,0.008445906999999999,0.011464341999999999,0.095260651,0.726137245,0.00204189,0.013125203,0.029667816,0.165522129,0.067866523,49,0.876971609,AAVE,3,0.0031545740000000003,114.33333329999999,0.002612208755326803,951.0,1385.0,71545.0,87806.0,287.0,40377.0,79769.0,61.0,9323.0,95424.0,89074.0,80285.0,75210.0,2015.0,17.0,14328.0,118.0,48763.0,381.0,4.0,63746.0,751.0,78899.0,4151.0,41.0,85076.0,27615.0,191.0,1632581271.0,3701459832.342927,1.127458325945,0.927260382363,4490966876.134368,3701436325.672597,3693525132.519568,3983266407.980737,0.0,0.0,0.937505714985,78.40115153314,53.231628713064836,64.479795018079,43.779516509347026,0.006557564002267504,280.685429758398,,-26.913564184178682,307.324988121823,0.006850559426443871,0.09764113394122999,262.048349865315,307.324988121823,0.001509534184,13187217.574952094,11640972.800203841,7815171.228581966,13187217.574952094,13187217.574952094,9659321.971938096,13187217.574952094,13187217.574952094,13187217.574952094,8932994.136818195,10252859.162974978,13187217.574952094,82.4201098435,15480845.383387338,15999203.882231541,15999997.216681756,15000091.439765492,15976766.296479207,15999953.669611191,13644701.938255683,15803276.726108428,15999998.819757361,15999959.857554434,15999665.153080791,15986908.900176989,15865288.898085121,15558346.646453401,11927456.279065203,14345777.248141522,15117485.396940526,8275287.149444623,15999990.465910945,15999932.546468388,15997266.667718176,15329012.52813832,15683335.273596324,13150006.332089448,15945743.496300148,14773840.018309018,14159143.597876206,15806736.16999711,15391306.648296904,16000000.0,13158948.56280498,1404.0,0.01625,1611.0,204078.635161842,57281899.41490892,187.8783959349895,52734.72830533096,15.26566,4284.848337645586,13.763223505584,0.07966599697672057,0.07106999064779393
77,2021-09-25,960,1130,2.354166667,7.033035657,51.5,44.21726661,21.87610619,0.002454814,0.007333718,0.008137031,0.08155878400000001,0.75280993,0.002376426,0.011717871999999999,0.030088222999999997,0.14946345800000002,0.066256804,62,0.857291667,AAVE,14,0.014583333,176.0,0.0024548140424052833,960.0,1387.0,71611.0,87889.0,286.0,40408.0,79847.0,60.0,9339.0,95508.0,89158.0,80367.0,75277.0,2015.0,17.0,14349.0,119.0,48813.0,376.0,4.0,63608.0,744.0,78955.0,4107.0,41.0,85071.0,27392.0,187.0,1632621402.0,3624823331.2557654,1.116858472144,0.918595264515,4397732977.178304,3624616350.4120083,3617053358.321291,3937591992.954005,0.0,0.0,0.9375780925120001,130.794089943376,52.229723106304256,107.575699737416,42.957973198059705,0.006431650904082433,274.858311073644,,-22.56917382839671,280.685429758398,0.00655756400226749,0.0957134703214317,239.784337218811,280.685429758398,0.001511417077,13187970.620559303,11629306.59715947,7756647.41687157,13187970.620559303,13187970.620559303,9648713.596598051,13187970.620559303,13187970.620559303,13187970.620559303,8153961.908337063,10253306.294419419,13187970.620559303,82.4248163785,15480879.503580688,15999203.089745935,15999997.215367597,15001249.480192127,15976737.482875708,15999953.616558757,13622834.94412812,15803146.490096433,15999998.819515642,15999959.852407321,15999664.329946041,15986901.77790533,15865206.283680158,15558178.680248037,11926951.362879539,14349759.081358232,15112644.880394287,8274493.511111106,15999990.14810683,15999931.71190684,15997193.179739485,15326251.63027413,15681283.256246002,13148373.793573106,15944812.010767894,14765581.820510129,14153081.82036844,15806481.13096055,15391196.433223706,16000000.0,13159701.608412186,1319.0,0.015266203704,1562.0,122329.68635606373,33623330.985996276,125.63515086177482,34531.865377349895,10.222605048820213,2809.76795849163,13.775488637187,0.07959936549595302,0.069930077006497
78,2021-09-26,972,1246,2.563786008,8.010230667,63.9,44.75476387,24.92407705,0.002640356,0.008249465,0.027587034,0.14825817,0.727506834,0.005166631,0.013418756,0.029148202,0.179326066,0.062865166,40,0.9084362140000001,AAVE,6,0.00617284,84.66666667,0.0026403563421528863,972.0,1400.0,71792.0,88087.0,285.0,40546.0,80042.0,60.0,9387.0,95705.0,89356.0,80565.0,75465.0,2032.0,17.0,14399.0,118.0,48958.0,385.0,4.0,64342.0,782.0,79211.0,4298.0,42.0,85495.0,28213.0,193.0,1632708588.0,3845243469.39332,1.147950278224,0.94419176127,4665033952.946352,3845145669.7105083,3837001225.5506606,4063794435.55875,0.0,0.0,0.936901245177,59.80559388859,55.659557816065686,49.190239419452,45.7801151519953,0.006759932147179712,291.564622059147,,-21.74324536767007,274.858311073644,0.006431650904082429,0.0937283792996817,235.203852549798,274.858311073644,0.0015137911389999999,13188306.051113673,11628972.295759138,7794102.553480936,13188306.051113673,13188306.051113673,9643124.558698593,13188306.051113673,13188306.051113673,13188306.051113673,8161288.025738818,10250401.12076364,13188306.051113673,82.4269128195,15478617.633787649,15999201.904630788,15999997.216245774,14990419.922838796,15976708.023920767,15999953.577210288,13619973.125945617,15802635.615718156,15999998.820393816,15999959.850913502,15999663.969960589,15986880.957231168,15864743.652056882,15556233.875932524,11915216.567233445,14331436.112800384,15113214.729605313,8277449.0299718045,15999990.948129019,15999933.83426754,15997387.903604733,15333831.467155915,15686076.75004781,13180325.773984462,15947216.894846914,14775135.215775466,14144314.016570427,15805532.92444141,15386518.976392088,16000000.0,13160037.038966555,1848.0,0.021388888889,2163.0,267533.5024647677,78003304.53429985,195.5527156721303,57016.25363758449,57.2,16677.496381783207,13.801924919937,0.07965445030311856,0.07025396812286562
79,2021-09-27,1001,1234,2.465534466,7.542218569,58.7,45.36775654,23.80822528,0.002465534,0.007542219,0.014676798999999999,0.106252859,0.742946342,0.004165152,0.012089735,0.02921801,0.150765853,0.069248525,62,0.848151848,AAVE,15,0.014985015,48.6,0.0024655344655344657,1001.0,1396.0,71902.0,88211.0,285.0,40601.0,80163.0,60.0,9395.0,95841.0,89480.0,80687.0,75582.0,2029.0,17.0,14409.0,120.0,49027.0,382.0,4.0,63881.0,748.0,79267.0,4130.0,41.0,85395.0,27547.0,187.0,1632794285.0,3629338326.321883,1.1207981691889999,0.9218900889399999,4402950953.51608,3629216543.938304,3621559133.2309856,3928406625.3461947,0.0,0.0,0.937105879589,75.664101911171,52.64133066575646,62.23599177621801,43.299072342779496,0.006475417684836428,275.184434594755,,-24.70983761358645,291.564622059147,0.00675993214717969,0.0956389953602689,249.06782487556802,291.564622059147,0.001516565614,13188748.599340498,11628398.12005424,7987376.146309238,13188748.599340498,13188748.599340498,9649844.342091722,13188748.599340498,13188748.599340498,13188748.599340498,8249001.343150218,10257360.891550282,13188748.599340498,82.4296787459,15477631.228574166,15999200.725068871,15999997.216285713,14993694.073429143,15976664.804525081,15999953.54900084,13627858.232077211,15802312.723253585,15999998.820433758,15999959.837886043,15999663.720169408,15986855.283952782,15864493.051505614,15555491.047744354,11927509.283022175,14359349.67943608,15112951.24055907,8289487.61088996,15999990.157452457,15999931.537265785,15997187.080389697,15322014.331158157,15679671.286097746,13152612.237033574,15944652.135645438,14755157.777291778,14154155.272334184,15805304.179508766,15386868.364854312,16000000.0,13160479.583680686,1494.0,0.017291666667,1670.0,211460.91205554694,58190751.52289689,195.86424616468082,53898.7918381556,16.55826633,4556.577157890419,13.82236825063,0.07975613198800129,0.0708147270957456
80,2021-09-28,896,1118,2.495535714,7.231370373,55.0,39.35027884,22.03935599,0.0027883079999999998,0.008079743,0.008006399,0.071165727,0.731674886,0.002034061,0.013003388999999999,0.030790281,0.158728394,0.066635964,52,0.8716517859999999,AAVE,11,0.012276786000000001,52.72727273,0.002788308060654429,896.0,1414.0,72011.0,88341.0,290.0,40674.0,80291.0,61.0,9429.0,95980.0,89610.0,80816.0,75699.0,2048.0,17.0,14448.0,119.0,49115.0,384.0,4.0,63506.0,733.0,79326.0,4048.0,41.0,85313.0,27023.0,185.0,1632880353.0,3457845518.7409806,1.1055701556470001,0.909382780344,4194819824.1404157,3457776505.007355,3450434054.534811,3794259281.2549925,0.0,0.0,0.9368440482279999,82.490340167753,50.23637170355913,67.852134493834,41.32174800564857,0.006359829183666065,262.176239008776,,-28.223674776816143,275.184434594755,0.00647541768483644,0.0932039894829336,235.37121560141202,275.184434594755,0.001518961789,13189011.833468387,11627711.263436668,8163316.248180275,13189011.833468387,13189011.833468387,9651055.86075408,13189011.833468387,13189011.833468387,13189011.833468387,8473794.382485164,10255397.578363921,13189011.833468387,82.4313239592,15476325.0937962,15999198.976081764,15999997.21656687,14989504.771642644,15976636.285303941,15999953.538231162,13620572.304185953,15802110.848261552,15999998.820714915,15999959.8375755,15999662.937235681,15986843.623252772,15864363.812113328,15554298.2932112,11898659.28036934,14329507.10296793,15105118.154090747,8266825.373034259,15999989.37084334,15999928.984488703,15997006.391108276,15309760.599034356,15675088.359979128,13124255.643929541,15942438.552664226,14729201.135696657,14134419.544288823,15804788.875166997,15381370.925003048,16000000.0,13160742.817808565,1348.0,0.015601851852,1505.0,193962.1047441708,50852255.132052965,171.76556687012558,45032.85031321993,19.94,5227.794205834994,13.838524949264,0.07982978370066142,0.07114606116533598
81,2021-09-29,862,1019,2.364269142,6.509496277999999,47.6,35.50962311,20.13307164,0.0027459570000000003,0.007560391,0.007396568,0.072884529,0.7570709990000001,0.0027507509999999996,0.012462653,0.03171659,0.138454616,0.066600543,63,0.828306265,AAVE,16,0.018561485,37.9375,0.00274595719109329,862.0,1414.0,72094.0,88432.0,291.0,40704.0,80382.0,61.0,9430.0,96071.0,89701.0,80906.0,75784.0,2049.0,17.0,14452.0,119.0,49156.0,384.0,4.0,63660.0,733.0,79428.0,4057.0,42.0,85433.0,27108.0,186.0,1632967078.0,3481620393.8540864,1.1120063692209998,0.914691266162,4223595506.903712,3481564998.0246387,3474158088.3837504,3798175643.4193425,0.0,0.0,0.936999699823,85.497320433022,50.76889161561679,70.326622620941,41.76042785261303,0.0063679031359243745,263.974719181482,,-26.518273747613925,262.176239008776,0.00635982918366606,0.0931157592499174,224.96698651017502,262.176239008776,0.001521452174,13189219.045860533,11626228.267555922,8188142.733386461,13189219.045860533,13189219.045860533,9610778.01227385,13189219.045860533,13189219.045860533,13189219.045860533,8517803.137852905,10249872.807935396,13189219.045860533,82.4326190366,15476353.628010014,15999198.411626738,15999997.216056189,14991995.197161654,15976597.126336092,15999953.54740598,13625789.382445926,15801947.705688868,15999998.820204226,15999959.834304813,15999662.711253967,15986818.656927459,15864227.945580646,15554469.866845146,11897092.736760365,14337102.555124385,15106148.553280361,8267702.987701197,15999989.481357744,15999929.454059336,15997034.566468714,15310239.980007485,15675271.629463024,13163523.31891453,15942639.228932407,14731715.75870456,14140760.771574397,15804751.39436892,15381931.861658009,16000000.0,13160950.030200709,1190.0,0.013773148148,1319.0,187140.36789649288,49400326.06299595,226.43105220620583,59772.07342010071,12.561994606685591,3316.0489986591215,13.857191359129999,0.07953835052700971,0.0712115620738865
82,2021-09-30,830,989,2.38313253,6.9548053229999995,48.0,40.74309757,20.14155713,0.0028747079999999997,0.008389391,0.01132553,0.09952639699999999,0.7445254729999999,0.001820983,0.013254404,0.032099556,0.149923441,0.06845068900000001,53,0.85060241,AAVE,1,0.001204819,160.0,0.002874707515223742,830.0,1414.0,72158.0,88509.0,292.0,40741.0,80455.0,60.0,9437.0,96146.0,89779.0,80981.0,75855.0,2052.0,17.0,14468.0,117.0,49207.0,390.0,4.0,64114.0,756.0,79558.0,4171.0,42.0,85694.0,27636.0,187.0,1633053515.0,3631681594.6729655,1.134295703526,0.933109138372,4405242818.841121,3631357030.4937286,3623898352.283522,3883681129.3108916,0.0,0.0,0.9367327307179999,114.807604370104,52.97258384409152,94.444530169142,43.576998409205586,0.0062886695705119955,275.32767617757,,-30.15665609930696,263.974719181482,0.00636790313592437,0.0928418880035923,227.653509086529,263.974719181482,0.001523068713,13190397.874606494,11626212.510904884,7814610.67860805,13190397.874606494,13190397.874606494,9621960.035032185,13190397.874606494,13190397.874606494,13190397.874606494,8528175.60308795,10263986.628758734,13190397.874606494,82.4399867163,15475436.771571621,15999197.28644852,15999997.214861507,14987723.69149135,15976573.275025658,15999953.498733126,13601377.845781649,15801744.90475734,15999998.820190381,15999959.807467982,15999662.446378356,15986811.140300423,15864129.070538998,15553983.25299277,11902410.000028973,14308135.656523487,15107816.608246919,8271231.296699365,15999990.160188325,15999931.481344866,15997178.369752243,15317654.073189218,15678956.991166502,13169500.912773842,15944449.287124697,14728723.36160441,14125865.991529386,15804548.452929474,15381265.976234438,16000000.0,13162128.858946672,1163.0,0.013460648148,1281.0,139363.59083341714,38370653.60792643,151.71063346893843,41770.13616442989,10.88,2995.5651168119616,13.869337691722,0.07933829551678129,0.06925137945104275
83,2021-10-01,853,1056,2.475967175,7.469402164,51.2,45.1929198,20.67878788,0.002906065,0.008766904,0.015580393,0.11186018800000001,0.736380137,0.002369107,0.013455958,0.031502914,0.148660699,0.06418624099999999,47,0.8616647129999999,AAVE,14,0.016412661000000002,44.07142857,0.0029060647590112773,853.0,1423.0,72243.0,88618.0,296.0,40798.0,80555.0,61.0,9461.0,96256.0,89889.0,81089.0,75945.0,2067.0,17.0,14498.0,121.0,49264.0,394.0,4.0,65073.0,808.0,79747.0,4435.0,43.0,86134.0,28793.0,203.0,1633140152.0,3969386383.84488,1.177768535587,0.968900906331,4814733263.677072,3969265463.0002017,3960879648.218084,4088013152.156138,0.0,0.0,0.936612501916,78.777710715954,57.99451569495785,64.80712721139,47.709662061110926,0.006258995914589864,300.92082897981703,,-26.82913505417427,275.32767617757,0.00628866957051198,0.0917291862041931,237.86251903662398,275.32767617757,0.001524554535,13190799.710681068,11631963.742280835,8016515.857552664,13190799.710681068,13190799.710681068,9633482.262945196,13190799.710681068,13190799.710681068,13190799.710681068,8448357.170601524,10276943.76137358,13190799.710681068,82.4424981918,15474207.591043089,15999195.850575266,15999997.213474076,14985800.030662457,15976555.619316997,15999953.406812403,13583538.258769602,15801529.777964186,15999998.820199499,15999959.803765034,15999661.651982224,15986795.23338209,15863998.13878009,15553382.039817546,11896395.795757135,14322737.30243498,15106244.916990636,8264978.8707148135,15999991.312982004,15999934.484738467,15997481.247870898,15331730.570964253,15687136.301055666,13171261.3534647,15948261.38444644,14770906.183207326,14097359.016491346,15804129.822465977,15377856.380440546,16000000.0,13162530.695021255,1299.0,0.015034722222,1442.0,203103.13481551516,61117963.69708433,219.03663993943752,65912.68726752923,11.15036817235,3355.378033853729,13.889078368897,0.0795280780637627,0.07100898072684454
84,2021-10-02,1022,1198,2.344422701,7.871816052000001,59.1,51.98172756,25.20876461,0.0022962020000000002,0.0077099080000000006,0.018003984,0.12609305,0.766123143,0.001985321,0.011592973000000001,0.02906722,0.152909281,0.06467157700000001,53,0.865949119,AAVE,1,0.000978474,206.0,0.0022962024491548325,1022.0,1419.0,72346.0,88728.0,296.0,40850.0,80665.0,61.0,9462.0,96361.0,89999.0,81198.0,76047.0,2060.0,17.0,14515.0,121.0,49336.0,393.0,4.0,65647.0,835.0,79897.0,4539.0,43.0,86403.0,29416.0,209.0,1633226773.0,4148747382.258834,1.198910847898,0.986319573479,5032160965.8552475,4148628239.381256,4139856492.437177,4197277032.4664836,0.0,0.0,0.936758883134,84.196989277297,60.62503767650365,69.267150846006,49.874985623928005,0.00658074929147497,314.510060365953,,-21.45160303965352,300.92082897981703,0.006258995914589879,0.0912035580344751,259.214941008145,300.92082897981703,0.0015274004420000001,13191143.63919391,11630343.008420214,8162637.175424654,13191143.63919391,13191143.63919391,9633763.529965544,13191143.63919391,13191143.63919391,13191143.63919391,8470731.87023112,10278125.194774471,13191143.63919391,82.444647745,15473878.273591293,15999195.600244,15999997.212036507,14988142.130143235,15976510.392465346,15999953.412803316,13584118.214056753,15801129.006800542,15999998.818761935,15999959.798541412,15999661.20102539,15986773.158952791,15863792.646376384,15552654.663252661,11887550.053443547,14321383.78505231,15106810.59989654,8263069.831068147,15999991.828554183,15999935.798141731,15997633.726820668,15341314.285969593,15690162.682870774,13172702.327761978,15950083.0809164,14793613.275867673,14095801.42162394,15803886.023421396,15378814.15284886,16000000.0,13162874.623534093,1436.0,0.01662037037,1690.0,190030.5478537384,59766519.07685437,156.3181459407552,49163.629516120774,8.187763093250789,2575.1338647204284,13.854046664621,0.07958917672110268,0.07162415847602185
85,2021-10-03,895,1028,2.297206704,6.703612087000001,46.2,42.89988345,20.11138132,0.002569582,0.0074984480000000004,0.017715683,0.123506138,0.7741496840000001,0.0029411759999999998,0.012252615,0.031117097000000003,0.147763455,0.069090214,55,0.8413407820000001,AAVE,1,0.001117318,163.0,0.0025695824428530363,895.0,1419.0,72378.0,88774.0,299.0,40850.0,80704.0,63.0,9450.0,96417.0,90045.0,81243.0,76086.0,2060.0,17.0,14508.0,124.0,49340.0,396.0,4.0,65493.0,830.0,79925.0,4497.0,44.0,86399.0,29234.0,211.0,1633313160.0,4093670103.6226287,1.191213583179,0.979993245816,4965474378.24696,4093767860.0120444,4085020034.7515187,4168416519.3904886,0.0,0.0,0.9368672805089999,85.614396002221,60.722058735929146,70.433657751688,49.95511155475993,0.006438283434705379,310.34214864043497,,-21.146479945912407,314.510060365953,0.00658074929147497,0.0926703917532573,270.610841063198,314.510060365953,0.001528743047,13191224.974582616,11542942.567151973,7745060.388841594,13190828.643664477,13191224.974582616,9623522.010698097,13191224.974582616,13191224.974582616,13191224.974582616,8428811.596748581,10277378.257957242,13191224.974582616,82.4426790229,15474186.753922993,15999194.441350888,15999997.210178921,14989876.488137841,15976488.712737072,15999953.339889005,13590752.925989293,15800953.199634146,15999998.817001767,15999959.794348644,15999661.066636102,15986759.268983198,15863677.692827389,15552995.727617115,11828562.846842514,14336877.291687792,15109600.263607047,8210530.196476515,15999991.666811366,15999935.376363106,15997573.740760595,15340079.606239513,15689004.853315203,13161721.234226402,15949479.591210535,14791331.875679906,14078211.787135778,15803976.572253952,15379489.252905818,16000000.0,13162955.958922803,1222.0,0.014143518518999998,1393.0,186884.4580715717,57998124.265434854,173.44430485522324,53827.0782382166,8.83,2740.3211724950406,13.757342467556,0.0795650755855095,0.07161054022896325
86,2021-10-04,934,1111,2.379014989,7.116382732999999,52.7,41.73740662,22.152025199999997,0.002549855,0.00762742,0.011450807,0.095761071,0.752965801,0.0020277520000000003,0.012048027,0.030438476000000003,0.15278182,0.07027857,65,0.844753747,AAVE,16,0.017130621000000002,43.0,0.0025498552939907417,934.0,1404.0,72484.0,88903.0,292.0,40908.0,80830.0,62.0,9453.0,96552.0,90174.0,81370.0,76197.0,2047.0,17.0,14524.0,121.0,49404.0,386.0,4.0,65303.0,806.0,80020.0,4417.0,44.0,86432.0,28906.0,202.0,1633399308.0,3971151888.5742965,1.177293707328,0.968590186004,4827432402.559872,3979984179.484824,3971654328.576435,4100448658.233419,0.0,0.0,0.9370381784209999,47.667946329902,59.67333589510939,39.217660567367,49.0948071448355,0.0061213978339178686,301.714525159992,,-24.292055209231762,310.34214864043497,0.00643828343470538,0.0907316713464755,267.02222866832994,310.34214864043497,0.0015306148310000002,13191885.604786122,11543252.738801328,7764732.4882129645,13161951.306349894,13191885.604786122,9585001.825595587,13191885.604786122,13191885.604786122,13191885.604786122,8410448.687742682,10255805.396503855,13191885.604786122,82.2621956647,15472882.50805752,15999192.929903543,15999997.20895571,14992610.85473654,15976456.410545878,15999953.316889556,13621613.903154943,15800600.202701852,15999998.815778561,15999959.782413054,15999660.108871918,15986736.418075683,15863485.70615767,15551982.597534854,11841551.217062723,14351383.440758437,15108950.487445455,8173499.093735571,15999991.351611856,15999934.376664702,15997476.715821953,15334522.550236313,15686029.11776604,13219707.312223615,15948203.607283866,14785605.271837613,14124601.667529143,15803795.681777202,15381785.788017565,16000000.0,13163616.589126302,1301.0,0.015057870369999999,1392.0,335655.3246340158,101272086.88937506,325.9542660362549,98345.13660100239,12.85815874189414,3879.49325924239,13.755915815905,0.07930912328898063,0.07159567844139311
87,2021-10-05,928,1108,2.387931034,7.404504942999999,52.7,46.70248625,22.06931408,0.002575977,0.007987600000000001,0.015123306999999999,0.108789075,0.746563799,0.002561247,0.012508706999999999,0.030366299,0.147731969,0.072993379,67,0.823275862,AAVE,5,0.0053879309999999994,183.0,0.0025759773834765467,928.0,1406.0,72595.0,89030.0,282.0,40957.0,80951.0,62.0,9453.0,96690.0,90301.0,81495.0,76310.0,2049.0,17.0,14524.0,116.0,49468.0,384.0,4.0,65619.0,822.0,80163.0,4466.0,43.0,86632.0,29217.0,204.0,1633485671.0,4057735688.116412,1.1886080879160001,0.9780858461859999,4931785863.9876,4066222184.0641065,4058284643.21248,4149211093.31691,0.0,0.0,0.9363066283670001,51.392545296219,60.97386824556368,42.2900716096,50.17438306580424,0.005978438294182047,308.236616499225,,-26.057555376602465,301.714525159992,0.00612139783391788,0.0889587364640009,259.288199914377,301.714525159992,0.0015334956709999999,13194403.16709242,11542960.930186141,7973911.995247137,13164353.19788366,13194403.16709242,9605761.980325347,13194403.16709242,13194403.16709242,13194403.16709242,8415536.146543762,10257858.490012702,13194403.16709242,82.27720748680001,15472787.356719587,15999191.954450559,15999997.208847636,14980906.053873964,15976412.460603226,15999953.256983336,13676639.923234098,15800307.36209531,15999998.81567048,15999959.765680842,15999659.383303797,15986709.486621426,15863201.697779313,15551932.748392614,11925683.46282335,14339952.057278758,15106394.50797059,8178796.905125029,15999991.591122817,15999935.0319106,15997544.355702158,15339291.123240529,15687368.713479063,13253384.82702111,15949036.274015715,14805226.192055829,14169874.097606927,15803721.622962154,15381549.387491863,16000000.0,13166134.151432604,1329.0,0.015381944444,1486.0,311329.1997463493,95963059.14722608,276.2532348807047,85151.3624165941,18.750145033378235,5779.481263958254,13.514624398218,0.07922055441282637,0.07110699102475425
88,2021-10-06,906,1023,2.258278146,6.9348637129999995,50.2,41.59807688,22.22932551,0.002495335,0.007662833000000001,0.015556998,0.11687910900000001,0.772420067,0.001952362,0.012335212,0.030864977000000002,0.146507415,0.072328117,67,0.822295806,AAVE,14,0.015452539,42.85714286,0.002495334967619187,906.0,1411.0,72725.0,89174.0,281.0,41032.0,81093.0,62.0,9472.0,96842.0,90449.0,81639.0,76448.0,2060.0,17.0,14545.0,116.0,49558.0,388.0,4.0,65833.0,828.0,80313.0,4504.0,43.0,86809.0,29386.0,204.0,1633572250.0,4098548934.7091084,1.202379998567,0.9894379232330001,4982124163.518289,4108509677.6233373,4099787580.891274,4143552096.2216253,0.0,0.0,0.9358985902860001,33.069586322219,61.48345352743719,27.212946698884,50.5947043728605,0.00561861930049774,311.382760219893,,-23.848474995570044,308.236616499225,0.00597843829418205,0.0875569114210521,265.5415803313,308.236616499225,0.001536230282,13194661.32972395,11547141.918498533,8749692.017278945,13162414.4246611,13194661.32972395,9636297.224713312,13194661.32972395,13194661.32972395,13194661.32972395,9169618.805179777,10252780.303822992,13194661.32972395,82.2650901541,15471562.21247915,15999190.54542373,15999997.203156361,14974377.444579277,15976373.575102067,15999953.227980815,13679411.053274386,15800080.056899833,15999998.814338112,15999959.75806258,15999659.09139993,15986689.13262694,15862980.804026777,15551333.48168604,11919344.376806334,14346457.212325698,15106012.703707505,8179826.039506842,15999991.690899596,15999935.275404798,15997571.14981302,15338413.108654652,15687789.129492208,13254747.87007236,15949325.847737,14803127.09318569,14176276.880786268,15803431.466228059,15379481.305988284,16000000.0,13166392.31406413,1261.0,0.014594907407,1396.0,483828.2476261218,150655775.2181757,419.3626777926491,130582.30814428072,25.0918,7813.15394288551,13.5209739484,0.07919081693424627,0.0711784519166602
